
 ▐▛███▜▌   Claude Code v2.1.37
       67 -# From NB04 (04_distributed_tensors.py:49-51, 228-233)        
       68 -mesh = this_host().spawn_procs({"gpu": 8})                    
       69 -mesh_2d = remote_mesh.rename(host="dp", gpu="tp")             
       70 -mesh_3d = remote_mesh.split(host=("dp", "pp"), gpu=("tp",), pp
          -=2)                                                           
      118 +# Create a mesh — structured grid with named dimensions       
      119 +host = this_host()                                            
      120 +mesh = host.spawn_procs({"gpu": 8})                           
      121 +print(mesh.to_table())                                        
      122 +# gpu | host | rank                                           
      123 +# 0   | 0    | 0                                              
      124 +# 1   | 0    | 1                                              
      125 +# ...                                                         
      126  
      127 +# Reshape: split a dimension into multiple                    
      128 +mesh_2d = mesh.rename(gpu="tp")  # just rename                
      129 +mesh_3d = mesh.split(host=("dp", "pp"), gpu=("tp",), pp=2)    
      130 +                                                              
      131  # Addressing: slice by dimension
       73 -ping_actor = actors.slice(gpus=0)          # single actor     
      132 +single_actor = actors.slice(gpus=0)       # one actor         
      133  dp_group = actors.slice(dp=2)             # all actors at dp=2
      134 +                                                              
      135 +# Broadcast: O(log N) tree-based routing                      
      136 +results = actors.method.call(data).get()  # returns ValueMesh 
      137  ```
      138  
      139  The mesh enables **O(log N) broadcast** via tree-based routing
            and **O(log N) reduce** for aggregating responses — the runti
           me routes through intermediate hosts automatically.
      140  
       79 -**Ray** has no native mesh concept. Actors are individually ad
          -dressed by `ActorHandle` (backed by `ActorID` — `actor_handle.
          -h:64`). Grouping is done ad-hoc:                              
      141 +**Source links:**                                             
      142 +- [`ProcMesh`](https://github.com/pytorch/monarch/blob/febefda
          +69e1f9e9a696596b3de368ac557320b21/python/monarch/_src/actor/pr
          +oc_mesh.py#L234)                                              
      143 +- [`HostMesh.spawn_procs()`](https://github.com/pytorch/monarc
          +h/blob/febefda69e1f9e9a696596b3de368ac557320b21/python/monarch
          +/_src/actor/host_mesh.py#L145)                                
      144 +- [`this_host()`](https://github.com/pytorch/monarch/blob/febe
          +fda69e1f9e9a696596b3de368ac557320b21/python/monarch/_src/actor
          +/host_mesh.py#L48)                                            
      145 +- [Rust `ProcMesh`](https://github.com/pytorch/monarch/blob/fe
          +befda69e1f9e9a696596b3de368ac557320b21/hyperactor_mesh/src/pro
          +c_mesh.rs)                                                    
      146 +- [Rust `ActorMesh`](https://github.com/pytorch/monarch/blob/f
          +ebefda69e1f9e9a696596b3de368ac557320b21/hyperactor_mesh/src/ac
          +tor_mesh.rs)                                                  
      147 +- [Tree-based broadcast (`multicast.rs`)](https://github.com/p
          +ytorch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21/h
          +yperactor_mesh/src/comm/multicast.rs)                         
      148  
       81 -- **Placement Groups** (`python/ray/util/placement_group.py:42
          -`) — reserve bundles of resources with strategies like `PACK`,
          - `SPREAD`, `STRICT_PACK`, `STRICT_SPREAD`. But they're a sched
          -uling constraint, not an addressable collective.              
       82 -- **Actor Pools** — Ray Serve builds actor pools on top, but t
          -here's no built-in `ActorMesh` equivalent.                    
      149 +### Ray                                                       
      150  
       84 -To broadcast to N actors in Ray, you call `.remote()` N times 
          -and gather N `ObjectRef`s:                                    
      151 +Ray has no native mesh concept. Actors are individually addres
          +sed by `ActorHandle` (backed by `ActorID`). Grouping is done a
          +d-hoc:                                                        
      152  
      153  ```python
       87 -# Ray: manual fan-out                                         
       88 -refs = [actor.method.remote(data) for actor in actors]        
       89 -results = ray.get(refs)                                       
      154 +# Ray: PlacementGroup for co-location (scheduling constraint, 
          +not a collective)                                             
      155 +from ray.util.placement_group import placement_group          
      156  
       91 -# Monarch: single broadcast, structured response              
       92 -results = actors.method.call(data).get()  # returns ValueMesh 
      157 +pg = placement_group(                                         
      158 +    [{"CPU": 1, "GPU": 1}] * 8,                               
      159 +    strategy="SPREAD"  # or PACK, STRICT_PACK, STRICT_SPREAD  
      160 +)                                                             
      161 +ray.get(pg.ready())                                           
      162 +                                                              
      163 +# Actors placed within the group                              
      164 +actors = [                                                    
      165 +    Worker.options(                                           
      166 +        scheduling_strategy=PlacementGroupSchedulingStrategy( 
      167 +            placement_group=pg, placement_group_bundle_index=i
      168 +        )                                                     
      169 +    ).remote()                                                
      170 +    for i in range(8)                                         
      171 +]                                                             
      172 +                                                              
      173 +# Broadcast: manual fan-out, O(N) calls                       
      174 +refs = [actor.method.remote(data) for actor in actors]        
      175 +results = ray.get(refs)  # list, no structure                 
      176  ```
      177  
       95 -The `ValueMesh` maps each actor's position (coordinates in the
          - mesh) to its return value — structure is preserved.          
      178 +Placement groups are a **scheduling constraint**, not an addre
          +ssable collective. There's no `slice()`, `reshape()`, or tree-
          +routing.                                                      
      179  
      180 +**Source links:**                                             
      181 +- [`PlacementGroup`](https://github.com/ray-project/ray/blob/2
          +5da7108abbec7606e8e0ce057e3a5d22421850f/python/ray/util/placem
          +ent_group.py#L42)                                             
      182 +- [`placement_group()` function](https://github.com/ray-projec
          +t/ray/blob/25da7108abbec7606e8e0ce057e3a5d22421850f/python/ray
          +/util/placement_group.py#L146)                                
      183 +- [C++ Placement Group Resource Manager](https://github.com/ra
          +y-project/ray/blob/25da7108abbec7606e8e0ce057e3a5d22421850f/sr
          +c/ray/raylet/placement_group_resource_manager.h#L49)          
      184 +                                                              
      185 +### Comparison                                                
      186 +                                                              
      187 +| Aspect | Monarch | Ray |                                    
      188 +|--------|---------|-----|                                    
      189 +| **Topology model** | Multidimensional named mesh (`ProcMesh`
          +) | Flat list of `ActorHandle`s |                             
      190 +| **Grouping** | First-class: meshes with dimensions, slice, r
          +eshape | Ad-hoc: `PlacementGroup` (scheduling only) |         
      191 +| **Addressing** | By dimension coordinates: `actors.slice(dp=
          +2)` | By index in a Python list |                             
      192 +| **Broadcast** | O(log N) tree-based via `call()` / `broadcas
          +t()` | O(N) manual fan-out with list comprehension |          
      193 +| **Aggregation** | `ValueMesh` preserves mesh structure in re
          +sults | Plain Python list of results |                        
      194 +| **Reshape** | Runtime: `mesh.split()`, `mesh.rename()` | N/A
          + — rebuild placement group |                                  
      195 +| **Multi-host** | `HostMesh` -> `ProcMesh` spans hosts native
          +ly | PlacementGroup with `SPREAD` strategy |                  
      196 +                                                              
      197  ---
      198  
       99 -## 3. Control Plane and Messaging                             
      199 +## 3. Control Plane Messaging                                 
      200  
      101 -**Ray's control plane** is a three-tier architecture:         
      201 +> **Notebook ref**: [`notebooks/01_history_and_vision.py`](../
          +notebooks/01_history_and_vision.py) — Channels, Ports, message
          + ordering, endpoint patterns.                                 
      202  
      103 -1. **GCS (Global Control Store)** — centralized metadata serve
          -r (`src/ray/gcs/gcs_server.h`). Manages `GcsActorManager`, `Gc
          -sNodeManager`, `GcsJobManager`, `GcsWorkerManager`. Backed by 
          -Redis or in-memory store. Tracks actor locations, node livenes
          -s, resource availability.                                     
      203 +### Monarch                                                   
      204  
      105 -2. **Raylet (Node Manager)** — per-node daemon (`src/ray/rayle
          -t/node_manager.h`). Manages local worker pool, object store (P
          -lasma), local scheduling. Leases workers from the cluster sche
          -duler.                                                        
      205 +Monarch provides four messaging patterns, all built on the pri
          +mitive of **Ports** (typed channels):                         
      206  
      107 -3. **CoreWorker** — per-process runtime (`src/ray/core_worker/
          -core_worker.h`). Handles task submission, object resolution, r
          -eference counting. Each actor lives inside a CoreWorker.      
      207 +```python                                                     
      208 +from monarch.actor import Actor, endpoint, Channel            
      209  
      109 -Message flow for a method call:                               
      210 +class EchoActor(Actor):                                       
      211 +    @endpoint                                                 
      212 +    def echo(self, msg: str) -> str:                          
      213 +        return f"echo: {msg}"                                 
      214 +                                                              
      215 +    @endpoint                                                 
      216 +    def stream_data(self, port: Port[str], count: int) -> None
          +:                                                             
      217 +        for i in range(count):                                
      218 +            port.send(f"item {i}")                            
      219 +                                                              
      220 +# Pattern 1: call_one() — single actor, request-response      
      221 +result = actor.echo.call_one("hello").get()                   
      222 +                                                              
      223 +# Pattern 2: call() — broadcast to all actors in mesh, collect
          + responses                                                    
      224 +results = actors.echo.call("hello").get()  # returns ValueMesh
      225 +                                                              
      226 +# Pattern 3: stream() — receive async stream of values        
      227 +async for item in actors.stream_data.stream(count=10):        
      228 +    print(item)                                               
      229 +                                                              
      230 +# Pattern 4: broadcast() — fire-and-forget to all actors      
      231 +actors.echo.broadcast("hello")  # no response expected        
      232 +                                                              
      233 +# Low-level: Ports and Channels                               
      234 +port, receiver = Channel.open(str)                            
      235 +actor.stream_data.call_one(port, count=5)                     
      236 +async for msg in receiver:                                    
      237 +    print(msg)                                                
      238  ```
      111 -caller CoreWorker -> gRPC -> target node's Raylet -> target Co
          -reWorker -> execute method                                    
      112 -                                                              
          -         -> return ObjectRef                                  
      113 -caller: ray.get(ref) -> resolve via ownership protocol -> fetc
          -h object                                                      
      239 +                                                              
      240 +The underlying messaging infrastructure is built on a **Rust m
          +ailbox system** — every actor has a `Mailbox` with typed `Port
          +`s for sending and `PortReceiver`s for receiving.             
      241 +                                                              
      242 +**Source links:**                                             
      243 +- [`call_one()`](https://github.com/pytorch/monarch/blob/febef
          +da69e1f9e9a696596b3de368ac557320b21/python/monarch/_src/actor/
          +endpoint.py#L241)                                             
      244 +- [`call()` (broadcast)](https://github.com/pytorch/monarch/bl
          +ob/febefda69e1f9e9a696596b3de368ac557320b21/python/monarch/_sr
          +c/actor/endpoint.py#L268)                                     
      245 +- [`stream()`](https://github.com/pytorch/monarch/blob/febefda
          +69e1f9e9a696596b3de368ac557320b21/python/monarch/_src/actor/en
          +dpoint.py#L305)                                               
      246 +- [`broadcast()` (fire-and-forget)](https://github.com/pytorch
          +/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21/python/
          +monarch/_src/actor/endpoint.py#L343)                          
      247 +- [Port, PortReceiver, Mailbox type stubs](https://github.com/
          +pytorch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21/
          +python/monarch/_rust_bindings/monarch_hyperactor/mailbox.pyi) 
      248 +- [Rust `mailbox.rs`](https://github.com/pytorch/monarch/blob/
          +febefda69e1f9e9a696596b3de368ac557320b21/hyperactor/src/mailbo
          +x.rs) (3977 lines — the core messaging engine)                
      249 +                                                              
      250 +### Ray                                                       
      251 +                                                              
      252 +Ray has a simpler messaging model: every method call returns a
          +n `ObjectRef`, which you resolve with `ray.get()` or check wit
          +h `ray.wait()`. There's no native streaming or fire-and-forget
          +.                                                             
      253 +                                                              
      254 +```python                                                     
      255 +import ray                                                    
      256 +                                                              
      257 +@ray.remote                                                   
      258 +class EchoActor:                                              
      259 +    def echo(self, msg: str) -> str:                          
      260 +        return f"echo: {msg}"                                 
      261 +                                                              
      262 +    def generate_items(self, count: int) -> list[str]:        
      263 +        return [f"item {i}" for i in range(count)]            
      264 +                                                              
      265 +# Pattern 1: Single call — .remote() returns ObjectRef        
      266 +ref = actor.echo.remote("hello")                              
      267 +result = ray.get(ref)                                         
      268 +                                                              
      269 +# Pattern 2: Fan-out to multiple actors                       
      270 +refs = [a.echo.remote("hello") for a in actors]               
      271 +results = ray.get(refs)                                       
      272 +                                                              
      273 +# Pattern 3: No native streaming — return a list or use ray.wa
          +it() for polling                                              
      274 +refs = [actor.generate_items.remote(10)]                      
      275 +done, pending = ray.wait(refs, num_returns=1, timeout=5.0)    
      276 +                                                              
      277 +# Pattern 4: No fire-and-forget — every call produces an Objec
          +tRef                                                          
      278 +# (Closest: call .remote() and discard the ref)               
      279 +_ = actor.echo.remote("hello")  # still creates an ObjectRef  
      280  ```
      281  
      116 -The **ownership model** is key: the process that creates an `O
          -bjectRef` is the **owner** of that object (`actor_handle.h:40-
          -41` — `owner_id`, `owner_address`). Object metadata and lineag
          -e live with the owner, not in GCS. This distributes the metada
          -ta load but means if the owner dies, the object's lineage is l
          -ost.                                                          
      282 +Under the hood, Ray uses a **three-tier architecture**: GCS (G
          +lobal Control Store) for metadata, Raylet (per-node daemon) fo
          +r local scheduling, and CoreWorker (per-process runtime) for t
          +ask execution and object management.                          
      283  
      118 -**Monarch's control plane** is fundamentally different — it's 
          -**actors all the way down**:                                  
      284 +**Source links:**                                             
      285 +- [`ActorMethod._remote()`](https://github.com/ray-project/ray
          +/blob/25da7108abbec7606e8e0ce057e3a5d22421850f/python/ray/acto
          +r.py#L802) — remote method invocation                         
      286 +- [`ObjectRef`](https://github.com/ray-project/ray/blob/25da71
          +08abbec7606e8e0ce057e3a5d22421850f/python/ray/includes/object_
          +ref.pxi#L37) (Cython)                                         
      287 +- [`ray.get()`](https://github.com/ray-project/ray/blob/25da71
          +08abbec7606e8e0ce057e3a5d22421850f/python/ray/_private/worker.
          +py#L2858)                                                     
      288 +- [`ray.wait()`](https://github.com/ray-project/ray/blob/25da7
          +108abbec7606e8e0ce057e3a5d22421850f/python/ray/_private/worker
          +.py#L3074)                                                    
      289 +- [C++ `CoreWorker`](https://github.com/ray-project/ray/blob/2
          +5da7108abbec7606e8e0ce057e3a5d22421850f/src/ray/core_worker/co
          +re_worker.h#L167)                                             
      290 +- [GCS Server](https://github.com/ray-project/ray/blob/25da710
          +8abbec7606e8e0ce057e3a5d22421850f/src/ray/gcs/gcs_server.h#L98
          +)                                                             
      291 +- [Raylet NodeManager](https://github.com/ray-project/ray/blob
          +/25da7108abbec7606e8e0ce057e3a5d22421850f/src/ray/raylet/node_
          +manager.h#L70)                                                
      292 +- [C++ `ActorHandle` (ownership)](https://github.com/ray-proje
          +ct/ray/blob/25da7108abbec7606e8e0ce057e3a5d22421850f/src/ray/c
          +ore_worker/actor_handle.h#L34)                                
      293  
      120 -- No separate GCS/Raylet daemons. The Rust runtime manages pro
          -cesses and message routing.                                   
      121 -- **Single controller** paradigm: one Python process (the note
          -book/script) orchestrates all actors via endpoint calls. There
          -'s no distributed scheduler deciding where actors go — you exp
          -licitly create `ProcMesh` topologies and spawn actors on them.
      122 -- Messaging uses **Ports** (`Channel.open()` gives a `Port` + 
          -`PortReceiver`) — the primitive underneath `call`, `broadcast`
          -, `send`, `stream`. All higher-level patterns compose from thi
          -s.                                                            
      123 -- Even infrastructure uses actors: `RdmaController` is a `get_
          -or_spawn_controller` singleton actor (`07b_weight_sync_deep_di
          -ve.py:197-222`), `ServiceRegistry` is a singleton actor for di
          -scovery.                                                      
      294 +### Comparison                                                
      295  
      296  | Aspect | Monarch | Ray |
      297  |--------|---------|-----|
      298 +| **Messaging patterns** | 4: `call_one`, `call`, `stream`, `b
          +roadcast` | 1: `.remote()` → `ObjectRef` |                    
      299 +| **Fire-and-forget** | Native `broadcast()` | Discard `Object
          +Ref` (still created) |                                        
      300 +| **Streaming** | Native `stream()` with async iteration | No 
          +native support (return lists, poll with `ray.wait`) |         
      301 +| **Result type** | Inline `.get()` or `ValueMesh` | `ObjectRe
          +f` → `ray.get()` |                                            
      302 +| **Low-level primitive** | `Port` / `PortReceiver` (typed cha
          +nnels) | `ObjectRef` with ownership protocol |                
      303  | **Architecture** | Single controller + Rust actor runtime | 
           GCS + Raylet + CoreWorker (3-tier) |
      128 -| **Scheduling** | Explicit: you build `ProcMesh` topology, sp
          -awn actors on it | Implicit: `@ray.remote(num_gpus=1)`, schedu
          -ler picks node |                                              
      304 +| **Metadata store** | None (controller holds references) | GC
          +S (Redis or in-memory) |                                      
      305  | **Message routing** | Tree-based through mesh hierarchy | Di
           rect gRPC between CoreWorkers |
      130 -| **Object model** | Return values are inline (`.get()` blocks
          - for result) | `ObjectRef` with distributed reference counting
          - + ownership |                                                
      131 -| **Metadata store** | None (controller holds all references) 
          -| GCS (Redis-backed or in-memory) |                           
      132 -| **Data transport** | RDMA for bulk transfers (`RDMABuffer`),
          - actor messages for control | Object store (Plasma/shared memo
          -ry) for data, gRPC for control. NCCL/Gloo via `ray.util.collec
          -tive` |                                                       
      306  
      307  ---
      308  
      136 -## 4. Fault Tolerance and Supervision                         
      309 +## 4. Message Ordering Guarantees                             
      310  
      138 -**Monarch** has an explicit **Erlang-style supervision tree**:
      311 +> **Notebook ref**: [`notebooks/01_history_and_vision.py`](../
          +notebooks/01_history_and_vision.py) — message ordering section
          + demonstrating FIFO guarantees.                               
      312  
      313 +### Monarch                                                   
      314 +                                                              
      315 +Monarch provides **per-sender FIFO ordering**: messages from a
          +ctor A to actor B are guaranteed to arrive in the order they w
          +ere sent. This is enforced at the Rust level via per-client se
          +quence numbers:                                               
      316 +                                                              
      317  ```python
      141 -# From NB03 (03_fault_tolerance.py:107-114)                   
      142 -class SupervisorActor(Actor):                                 
      143 -    def __supervise__(self, failure: MeshFailure):            
      144 -        print(f"Failure: {failure}")                          
      145 -        return True   # handled -- stop propagation           
      146 -        # return False -> escalate to my supervisor           
      318 +# Monarch: messages arrive in send order — guaranteed         
      319 +class OrderedReceiver(Actor):                                 
      320 +    def __init__(self):                                       
      321 +        self.received = []                                    
      322 +                                                              
      323 +    @endpoint                                                 
      324 +    def receive(self, seq: int) -> None:                      
      325 +        self.received.append(seq)                             
      326 +                                                              
      327 +    @endpoint                                                 
      328 +    def get_order(self) -> list[int]:                         
      329 +        return self.received                                  
      330 +                                                              
      331 +# Send messages 0..9 — they arrive in order                   
      332 +for i in range(10):                                           
      333 +    receiver.receive.broadcast(i)                             
      334 +                                                              
      335 +order = receiver.get_order.call_one().get()                   
      336 +assert order == list(range(10))  # guaranteed                 
      337  ```
      338  
      149 -The semantics are precise:                                    
      150 -- Every actor has a **parent** (the actor that called `spawn()
          -`). The parent is the supervisor.                             
      151 -- When a child crashes, `__supervise__` is called on the paren
          -t with a `MeshFailure`.                                       
      152 -- Return `True` -> handled locally. Return `False` -> propagat
          -e up the tree.                                                
      153 -- If nothing handles it, `unhandled_fault_hook` fires at the c
          -lient (default: crash with exit code 1).                      
      154 -- This gives you **one structured chain** showing exactly what
          - failed and how it propagated — instead of grepping 16,000 log
          - files.                                                       
      339 +The ordering is implemented in the Rust runtime via `BufferSta
          +te` and `OrderedSender`, which maintain per-client sequence nu
          +mbers and buffer out-of-order messages until gaps are filled. 
      340  
      341 +**Source links:**                                             
      342 +- [`ordering.rs`](https://github.com/pytorch/monarch/blob/febe
          +fda69e1f9e9a696596b3de368ac557320b21/hyperactor/src/ordering.r
          +s#L25-L50) — `BufferState`, `OrderedSender` with per-client se
          +quence numbers                                                
      343 +                                                              
      344 +### Ray                                                       
      345 +                                                              
      346 +Ray does **not guarantee message ordering by default**. Actors
          + have an `allow_out_of_order_execution` flag that explicitly o
          +pts in to out-of-order processing for performance:            
      347 +                                                              
      348 +```python                                                     
      349 +# Ray: ordering depends on configuration                      
      350 +@ray.remote(max_concurrency=1)                                
      351 +class OrderedActor:                                           
      352 +    """With max_concurrency=1, tasks execute sequentially in F
          +IFO order."""                                                 
      353 +    def __init__(self):                                       
      354 +        self.received = []                                    
      355 +                                                              
      356 +    def receive(self, seq: int):                              
      357 +        self.received.append(seq)                             
      358 +                                                              
      359 +    def get_order(self) -> list[int]:                         
      360 +        return self.received                                  
      361 +                                                              
      362 +# With max_concurrency=1, sequential execution gives apparent 
          +ordering                                                      
      363 +# But this is NOT a messaging guarantee — it's a concurrency c
          +onstraint                                                     
      364 +                                                              
      365 +# Explicit opt-in to out-of-order for performance:            
      366 +@ray.remote                                                   
      367 +class FastActor:                                              
      368 +    _ray_allow_out_of_order_execution = True                  
      369 +    # Tasks may execute in any order for higher throughput    
      370 +```                                                           
      371 +                                                              
      372 +**Source links:**                                             
      373 +- [C++ `allow_out_of_order_execution` flag](https://github.com
          +/ray-project/ray/blob/25da7108abbec7606e8e0ce057e3a5d22421850f
          +/src/ray/core_worker/actor_handle.h#L51)                      
      374 +- [Python `_ray_allow_out_of_order_execution`](https://github.
          +com/ray-project/ray/blob/25da7108abbec7606e8e0ce057e3a5d224218
          +50f/python/ray/actor.py#L1937)                                
      375 +                                                              
      376 +### Comparison                                                
      377 +                                                              
      378 +| Aspect | Monarch | Ray |                                    
      379 +|--------|---------|-----|                                    
      380 +| **Default ordering** | Per-sender FIFO guaranteed | Not guar
          +anteed (FIFO with `max_concurrency=1` as side effect) |       
      381 +| **Implementation** | Rust-level sequence numbers per sender 
          +| Concurrency control at task level |                         
      382 +| **Out-of-order opt-in** | Not available (ordering is fundame
          +ntal) | `_ray_allow_out_of_order_execution = True` |          
      383 +| **Multi-sender** | Each sender has independent ordering | No
          + ordering guarantees across senders |                         
      384 +| **Performance trade-off** | Ordered delivery may buffer mess
          +ages | Opt-in unordering for throughput |                     
      385 +                                                              
      386 +---                                                           
      387 +                                                              
      388 +## 5. Supervision and Fault Tolerance                         
      389 +                                                              
      390 +> **Notebook ref**: [`notebooks/03_fault_tolerance.py`](../not
          +ebooks/03_fault_tolerance.py) — supervision trees, `__supervis
          +e__`, TorchFT integration.                                    
      391 +                                                              
      392 +### Monarch                                                   
      393 +                                                              
      394 +Monarch has an explicit **Erlang-style supervision tree**. Eve
          +ry actor has a parent (the actor that called `spawn()`). When 
          +a child crashes, `__supervise__` is called on the parent with 
          +a `MeshFailure` describing what failed.                       
      395 +                                                              
      396 +```python                                                     
      397 +# Monarch: Erlang-style supervision tree                      
      398 +from monarch.actor import Actor, endpoint, MeshFailure        
      399 +                                                              
      400 +class Supervisor(Actor):                                      
      401 +    def __supervise__(self, failure: MeshFailure):            
      402 +        """Called when a child actor crashes."""              
      403 +        print(f"Child failed: {failure}")                     
      404 +        # Return True -> handled, stop propagation            
      405 +        # Return False -> escalate to MY supervisor           
      406 +        return True                                           
      407 +                                                              
      408 +    @endpoint                                                 
      409 +    def spawn_worker(self) -> None:                           
      410 +        worker = this_proc().spawn("worker", FlakyWorker)     
      411 +        worker.do_work.broadcast()                            
      412 +                                                              
      413 +class FlakyWorker(Actor):                                     
      414 +    @endpoint                                                 
      415 +    def do_work(self):                                        
      416 +        raise RuntimeError("GPU memory error!")               
      417 +                                                              
      418 +# Failure flow:                                               
      419 +# 1. FlakyWorker.do_work raises RuntimeError                  
      420 +# 2. Supervisor.__supervise__(MeshFailure) is called          
      421 +# 3. Supervisor returns True -> failure handled               
      422 +# 4. If Supervisor returned False -> propagate to Supervisor's
          + parent                                                       
      423 +# 5. If nobody handles it -> unhandled_fault_hook fires (defau
          +lt: exit 1)                                                   
      424 +```                                                           
      425 +                                                              
      426  The supervision tree composes with **TorchFT** for training-sp
           ecific fault tolerance: quorum-based training continues with h
           ealthy replicas while Monarch respawns crashed ones.
      427  
      158 -**Ray** has **no supervision tree**. Fault tolerance is flat a
          -nd configuration-driven:                                      
      428 +**Source links:**                                             
      429 +- [`unhandled_fault_hook()`](https://github.com/pytorch/monarc
          +h/blob/febefda69e1f9e9a696596b3de368ac557320b21/python/monarch
          +/_src/actor/supervision.py#L17)                               
      430 +- [`MeshFailure` type stubs](https://github.com/pytorch/monarc
          +h/blob/febefda69e1f9e9a696596b3de368ac557320b21/python/monarch
          +/_rust_bindings/monarch_hyperactor/supervision.pyi)           
      431  
      432 +### Ray                                                       
      433 +                                                              
      434 +Ray has **no supervision tree**. Fault tolerance is flat and c
          +onfiguration-driven, managed by the GCS `GcsActorManager`:    
      435 +                                                              
      436  ```python
      161 -# Ray: restart policy at actor creation (from actor.py:1394-14
          -09)                                                           
      437 +# Ray: flat restart policy per actor                          
      438  @ray.remote(max_restarts=3, max_task_retries=5)
      163 -class MyActor:                                                
      164 -    pass                                                      
      439 +class ResilientWorker:                                        
      440 +    def __init__(self):                                       
      441 +        self.state = self._load_checkpoint()                  
      442  
      166 -# Per-method override                                         
      167 -@ray.method(max_task_retries=10)                              
      168 -def fragile_method(self):                                     
      169 -    pass                                                      
      443 +    def do_work(self):                                        
      444 +        # If this crashes, Ray restarts the actor (up to max_r
          +estarts)                                                      
      445 +        # In-flight tasks retry (up to max_task_retries)      
      446 +        pass                                                  
      447 +                                                              
      448 +    @ray.method(max_task_retries=10)                          
      449 +    def fragile_method(self):                                 
      450 +        """Per-method retry override."""                      
      451 +        pass                                                  
      452 +                                                              
      453 +# When an actor dies:                                         
      454 +try:                                                          
      455 +    ray.get(worker.do_work.remote())                          
      456 +except ray.exceptions.RayActorError as e:                     
      457 +    print(f"Actor died: {e}")                                 
      458 +    # No parent notification, no structured propagation       
      459 +    # Actor may have been restarted by GCS already            
      460 +                                                              
      461 +# Detached actors survive driver exit                         
      462 +worker = ResilientWorker.options(                             
      463 +    lifetime="detached", name="persistent_worker"             
      464 +).remote()                                                    
      465  ```
      466  
      172 -When an actor dies:                                           
      173 -1. Ray checks `max_restarts`. If restarts remain, the GCS `Gcs
          -ActorManager` reschedules the actor on a (possibly different) 
          -node.                                                         
      174 -2. In-flight tasks fail with `RayActorError`. Callers catch th
          -is or it propagates as a Python exception.                    
      175 -3. `max_task_retries` controls automatic retry of individual m
          -ethod calls.                                                  
      176 -4. **Detached actors** (`lifetime="detached"`) survive driver 
          -exit and are tracked by GCS.                                  
      177 -5. No parent notification, no structured propagation, no `__su
          -pervise__`-style callback.                                    
      467 +**Source links:**                                             
      468 +- [`max_restarts`, `max_task_retries` options](https://github.
          +com/ray-project/ray/blob/25da7108abbec7606e8e0ce057e3a5d224218
          +50f/python/ray/actor.py#L1394-L1412)                          
      469 +- [`RayActorError`](https://github.com/ray-project/ray/blob/25
          +da7108abbec7606e8e0ce057e3a5d22421850f/python/ray/exceptions.p
          +y#L332)                                                       
      470 +- [`ActorDiedError`](https://github.com/ray-project/ray/blob/2
          +5da7108abbec7606e8e0ce057e3a5d22421850f/python/ray/exceptions.
          +py#L371)                                                      
      471 +- [GCS `GcsActorManager`](https://github.com/ray-project/ray/b
          +lob/25da7108abbec7606e8e0ce057e3a5d22421850f/src/ray/gcs/gcs_a
          +ctor_manager.h#L93)                                           
      472 +- [GCS actor restart logic](https://github.com/ray-project/ray
          +/blob/25da7108abbec7606e8e0ce057e3a5d22421850f/src/ray/gcs/gcs
          +_actor_manager.cc) (2032 lines)                               
      473  
      474 +### Comparison                                                
      475 +                                                              
      476  | Aspect | Monarch | Ray |
      477  |--------|---------|-----|
      478  | **Model** | Supervision tree (Erlang-style) | Flat restart p
           olicy per actor |
      182 -| **Failure notification** | `__supervise__(MeshFailure)` on p
          -arent actor | `RayActorError` exception on caller |           
      183 -| **Propagation** | Structured: up the tree, each level can ha
          -ndle or escalate | Flat: exception to caller, no tree |       
      479 +| **Failure notification** | `__supervise__(MeshFailure)` on p
          +arent | `RayActorError` exception on caller |                 
      480 +| **Propagation** | Structured: up the tree, each level handle
          +s or escalates | Flat: exception to caller, no tree |         
      481  | **Restart** | Parent decides (can respawn, log, ignore) | Au
           tomatic by GCS up to `max_restarts` |
      482  | **Per-method control** | No (supervision is at actor level) 
           | Yes (`@ray.method(max_task_retries=N)`) |
      186 -| **Quorum training** | Built-in via TorchFT integration | Not
          - built-in (use external libraries) |                          
      187 -| **Unhandled failures** | `unhandled_fault_hook` at client | 
          -Actor marked as dead, `RayActorError` on future calls |       
      483 +| **Quorum training** | Built-in via TorchFT integration | Not
          + built-in (external libraries) |                              
      484 +| **Unhandled failures** | `unhandled_fault_hook` at client | 
          +Actor marked dead, `RayActorError` on future calls |          
      485 +| **Detached actors** | N/A (single controller model) | `lifet
          +ime="detached"` survives driver exit |                        
      486  
      487  ---
      488  
      191 -## 5. Data Plane: RDMA vs Object Store                        
      489 +## 6. Data Plane — RDMA vs Object Store                       
      490  
      193 -This matters enormously for the async RL use case the Monarch 
          -notebooks target.                                             
      491 +> **Notebook refs**: [`notebooks/07_rdma_weight_sync.py`](../n
          +otebooks/07_rdma_weight_sync.py), [`notebooks/07b_weight_sync_
          +deep_dive.py`](../notebooks/07b_weight_sync_deep_dive.py) — RD
          +MABuffer, magic pointer pattern, ibverbs deep dive.           
      492  
      195 -**Monarch** separates control plane from data plane explicitly
          -:                                                             
      493 +This matters enormously for async RL and any workload that mov
          +es large tensors between actors.                              
      494 +                                                              
      495 +### Monarch                                                   
      496 +                                                              
